track,track_id,artist,album,sp_release_date,duration,explicit,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,time_signature,playcount,video_id,view,channelTitle,yt_release_date,title,genres
Amor a Primera Vista,5M6bJO7Cfl4lnPoAHG0EdD,Los Ángeles Azules,Amor a Primera Vista,2019-06-14,03:41,0,0.657,0.763,0,-6.316,1,0.0583,0.0,0.405,0.95,170.155,4,200424805,SlgtjRq5AXs,574217697,LosAngelesAzulesVEVO,2019-06-28T01:37:11Z,"Los Ángeles Azules, Belinda, Lalo Ebratt - Amor A Primera Vista ft. Horacio Palencia",
Baby Girl (feat. Lalo Ebratt),6o8ogTrSX8H0F66Pdz3Tsc,Mario Bautista,Baby Girl (feat. Lalo Ebratt),2018-08-17,03:38,0,0.804,0.705,1,-5.272,1,0.199,0.000138,0.202,0.45,103.009,4,199075261,tSQyD4EN36I,147165882,Mario Bautista,2018-08-17T05:00:01Z,Mario Bautista - Baby Girl ft. Lalo Ebratt,
Mocca - Remix,1usoXi4f0BnMART4uActEA,Lalo Ebratt,Mocca (Remix),2018-10-05,03:23,1,0.732,0.758,11,-1.694,1,0.189,0.0,0.388,0.78,98.007,4,108227403,5P12UoDHL6o,82647384,LaloEbrattVEVO,2018-10-05T04:00:00Z,"Lalo Ebratt, J. Balvin, Trapical - Mocca (Remix)",
One Touch,5EKiBMhzRLALeGDPdoAKkQ,Jess Glynne,One Touch,2019-05-24,03:18,0,0.686,0.693,0,-6.245,0,0.131,0.0,0.136,0.699,124.206,4,138609526,Xb8F5prMjnA,10256230,Jess Glynne,2019-06-17T15:59:35Z,Jess Glynne &amp; Jax Jones - One Touch (Official Video),electronic-dance
Fly Away,5ri4zqtWhG07hIuNNDWP76,Tones And I,Fly Away,2020-11-13,02:58,0,0.806,0.513,4,-6.208,1,0.0685,0.0,0.217,0.503,124.988,4,206444212,R0vu5QfsD5E,23212903,Tones And I,2020-11-13T05:00:09Z,TONES AND I - FLY AWAY (OFFICIAL VIDEO),
Wasabi,7IOuCLt770D8v0u3SVaDeI,Little Mix,LM5 (Deluxe),2018-11-16,02:35,1,0.847,0.656,2,-4.976,1,0.115,0.000854,0.143,0.234,114.001,4,131872648,ee5aEU4XEnc,35754044,littlemixVEVO,2020-03-12T20:00:06Z,Little Mix - Wasabi (Official Video),pop
Una Mattina,0Dkibk70FDp6t7eOZNemNQ,Ludovico Einaudi,Una Mattina,2004-01-01,03:24,0,0.231,0.0297,2,-31.544,1,0.0579,0.878,0.0742,0.07,131.413,4,138117896,-8X_aMT5z0A,11037956,Rousseau,2018-11-26T14:00:00Z,Ludovico Einaudi - Una Mattina (The Intouchables),
Got My Mind Set On You - Remastered 2004,3OeUlriM0EZHdWleJtjoVr,George Harrison,Cloud Nine,1987-11-02,03:55,0,0.767,0.854,4,-6.947,1,0.0426,2.03e-06,0.485,0.963,149.206,4,130925139,6ZwjdGSqO0k,15241939,GeorgeHarrisonVEVO,2016-11-29T11:00:00Z,George Harrison - Got My Mind Set On You (Version I),r&b
Sweet Disposition,2PLi7OmleXPNBrGLon3sUy,The Temper Trap,Conditions,2009-08-10,03:54,0,0.542,0.813,2,-6.89,1,0.0429,0.252,0.116,0.305,129.09,4,374445864,jxKjOOR9sPU,59723997,[PIAS],2009-12-09T15:39:01Z,The Temper Trap - Sweet Disposition (Official Video),rock
Great Spirit,3Nku6gLNqnwUuq8GLkqyhW,Armin van Buuren,Great Spirit,2016-12-12,03:36,0,0.592,0.911,9,-7.975,1,0.0659,0.0123,0.223,0.211,103.517,3,111871581,yo4pmauhugo,153100303,Armin van Buuren,2016-12-12T21:00:02Z,Armin van Buuren vs Vini Vici feat. Hilight Tribe - Great Spirit (Extended Mix),
Friction,6SWHAt2CiQedHJZYw4ASvT,Imagine Dragons,Smoke + Mirrors (Deluxe),2015-02-17,03:22,0,0.669,0.532,8,-8.636,1,0.0367,0.00916,0.268,0.251,104.02,4,112630501,bmUxvX2z5N0,20700614,The Local Guy,2018-02-05T04:48:13Z,Friction By Imagine Dragons (Mission Impossible Fallout Trailer Music),
Gold,0zqglNsABgjpcMhanTBm88,Imagine Dragons,Smoke + Mirrors (Deluxe),2015-02-17,03:37,0,0.247,0.465,9,-6.793,0,0.0436,0.00315,0.056,0.251,165.058,3,116854262,Rl3ELiPXFRo,78992924,ImagineDragonsVEVO,2015-01-21T14:00:14Z,Imagine Dragons - Gold (Official Music Video),
Kiss Me More (feat. SZA),748mdHapucXQri7IAO8yFK,Doja Cat,Kiss Me More (feat. SZA),2021-04-09,03:29,1,0.762,0.701,8,-3.541,1,0.0286,0.000158,0.123,0.742,110.968,4,868172379,0EVVKs6DQLo,251044094,dojacatVEVO,2021-04-09T04:00:00Z,Doja Cat - Kiss Me More (Official Video) ft. SZA,pop
Kiss Me More (feat. SZA),748mdHapucXQri7IAO8yFK,Doja Cat,Kiss Me More (feat. SZA),2021-04-09,03:29,1,0.762,0.701,8,-3.541,1,0.0286,0.000158,0.123,0.742,110.968,4,868172379,0EVVKs6DQLo,251044094,dojacatVEVO,2021-04-09T04:00:00Z,Doja Cat - Kiss Me More (Official Video) ft. SZA,r&b
Want U Back,5InWRmnfgjVwQWoXHNBATu,Cher Lloyd,Sticks & Stones,2011-11-07,03:34,0,0.696,0.893,9,-2.963,1,0.076,0.0,0.473,0.573,97.954,4,180111030,LPgvNlrBfb0,282731455,Cherlloydvevo,2012-05-01T07:00:08Z,Cher Lloyd - Want U Back (US Version) (Official Music Video),pop
A Dios Le Pido,2TFgo98tlwViHIkTalkFvy,Juanes,Un Día Normal,2002-01-01,03:25,0,0.67,0.845,7,-3.54,1,0.0542,0.0,0.0951,0.938,96.99,4,127105204,kMIaYXxLnUA,136385203,JuanesVEVO,2009-10-05T05:38:19Z,Juanes - A Dios Le Pido (Official Music Video),rock
Bonita,3ewwb5s3WHYqEdkBnwKlTS,Juanes,Más Futuro Que Pasado,2019-11-22,02:28,0,0.749,0.886,0,-2.58,1,0.0476,0.0,0.219,0.963,157.948,4,132728409,YROfN6pUS08,143747345,JuanesVEVO,2019-09-06T04:00:11Z,"Juanes, Sebastián Yatra - Bonita",
"Y, ¿Si Fuera Ella? - + Es +",114xlNyBqwTIkOdrU8LajN,Alejandro Sanz,+ Es + (El Concierto / En Directo En El Estadio Vicente Calderón / 2017),2017-12-08,04:10,0,0.348,0.536,5,-5.76,1,0.0313,0.0,0.209,0.199,150.586,4,134086478,A-fgpP6fOEA,74887594,Alejandro Sanz Catálogo,2010-02-15T12:27:14Z,Alejandro Sanz - Y ¿Si Fuera Ella? (videoclip oficial),
Es Por Tí,2b4fX8Vl1i5tedaBYkiP6W,Juanes,Un Día Normal,2002-01-01,04:11,0,0.692,0.759,4,-6.087,1,0.0264,3.14e-05,0.161,0.856,129.949,4,192551716,-9l5t3MWss8,154601544,JuanesVEVO,2009-10-07T15:03:37Z,Juanes - Es Por Ti (Official Music Video),rock
I'm Ready,2dgFqylK6gyILa4HY65u0y,AJR,Living Room,2013,03:47,0,0.628,0.867,9,-3.555,1,0.0913,0.0,0.308,0.597,78.043,4,111511734,f2dJxFIV28Y,37378899,AJR,2013-10-15T07:00:03Z,AJR - I&#39;m Ready (Official Video),pop
Blueberry Eyes (feat. SUGA of BTS),6sI8Q7TTJeA9exw6hxEqq3,MAX,Colour Vision,2020-09-18,02:52,0,0.746,0.611,0,-7.034,0,0.101,0.000922,0.133,0.411,149.967,4,150733367,TzFRVk2ektI,41491531,MAXVEVO,2020-09-15T16:00:09Z,MAX - Blueberry Eyes (feat. SUGA of BTS) [Official Music Video],
Save Your Tears (with Ariana Grande) (Remix),37BZB0z9T8Xu7U3e65qxFy,The Weeknd,Save Your Tears (Remix),2021-04-23,03:11,0,0.65,0.825,0,-4.645,1,0.0325,2.44e-05,0.0936,0.593,118.091,4,517526315,LIIDh-qI9oI,165503867,TheWeekndVEVO,2021-04-23T04:00:06Z,The Weeknd &amp; Ariana Grande - Save Your Tears (Remix) (Official Video),pop
Save Your Tears (with Ariana Grande) (Remix),37BZB0z9T8Xu7U3e65qxFy,The Weeknd,Save Your Tears (Remix),2021-04-23,03:11,0,0.65,0.825,0,-4.645,1,0.0325,2.44e-05,0.0936,0.593,118.091,4,517526315,LIIDh-qI9oI,165503867,TheWeekndVEVO,2021-04-23T04:00:06Z,The Weeknd &amp; Ariana Grande - Save Your Tears (Remix) (Official Video),electronic-dance
Wants and Needs (feat. Lil Baby),65OVbaJR5O1RmwOQx0875b,Drake,Scary Hours 2,2021-03-05,03:13,1,0.578,0.449,1,-6.349,1,0.286,2.17e-06,0.119,0.1,136.006,4,302472536,0oBeEnY2CAQ,14294435,FutureHype,2021-03-05T18:27:56Z,Drake - Wants and Needs (Lyrics) ft. Lil Baby,
What’s Next,3aQem4jVGdhtg116TmJnHz,Drake,Scary Hours 2,2021-03-05,02:58,1,0.781,0.594,0,-6.959,0,0.0485,0.0,0.162,0.0628,129.895,4,211945264,7EUVJaKJtBY,42045720,DrakeVEVO,2021-03-05T05:24:00Z,Drake - What&#39;s Next (Official Music Video),hip hop
Privilege,0Nwar8rweBUyfyuoyjjUvk,The Weeknd,"My Dear Melancholy,",2018-03-30,02:51,1,0.404,0.564,11,-7.013,0,0.0344,0.00252,0.134,0.371,93.631,4,133409625,JcVDXHeD59c,19647736,The Weeknd,2018-03-30T03:05:12Z,The Weeknd - Privilege (Official Audio),rock
Privilege,0Nwar8rweBUyfyuoyjjUvk,The Weeknd,"My Dear Melancholy,",2018-03-30,02:51,1,0.404,0.564,11,-7.013,0,0.0344,0.00252,0.134,0.371,93.631,4,133409625,JcVDXHeD59c,19647736,The Weeknd,2018-03-30T03:05:12Z,The Weeknd - Privilege (Official Audio),r&b
Privilege,0Nwar8rweBUyfyuoyjjUvk,The Weeknd,"My Dear Melancholy,",2018-03-30,02:51,1,0.404,0.564,11,-7.013,0,0.0344,0.00252,0.134,0.371,93.631,4,133409625,JcVDXHeD59c,19647736,The Weeknd,2018-03-30T03:05:12Z,The Weeknd - Privilege (Official Audio),pop
I Was Never There,1cKHdTo9u0ZymJdPGSh6nq,The Weeknd,"My Dear Melancholy,",2018-03-30,04:1,0,0.323,0.737,10,-4.008,1,0.0338,0.000162,0.163,0.155,113.26,4,144604213,OlStmta0Vh4,37561305,The Weeknd,2018-03-30T03:06:27Z,The Weeknd - I Was Never There feat. Gesaffelstein (Official Audio),rock
I Was Never There,1cKHdTo9u0ZymJdPGSh6nq,The Weeknd,"My Dear Melancholy,",2018-03-30,04:1,0,0.323,0.737,10,-4.008,1,0.0338,0.000162,0.163,0.155,113.26,4,144604213,OlStmta0Vh4,37561305,The Weeknd,2018-03-30T03:06:27Z,The Weeknd - I Was Never There feat. Gesaffelstein (Official Audio),r&b
I Was Never There,1cKHdTo9u0ZymJdPGSh6nq,The Weeknd,"My Dear Melancholy,",2018-03-30,04:1,0,0.323,0.737,10,-4.008,1,0.0338,0.000162,0.163,0.155,113.26,4,144604213,OlStmta0Vh4,37561305,The Weeknd,2018-03-30T03:06:27Z,The Weeknd - I Was Never There feat. Gesaffelstein (Official Audio),pop
Please Don't Go,6jg5SRvdGxvJ0DzNV0UqEK,Mike Posner,31 Minutes to Takeoff,2010-08-09,03:17,0,0.699,0.882,4,-3.896,0,0.0311,0.0544,0.13,0.657,120.016,4,134968606,HpixdTlYlKU,60876255,MikePosnerVEVO,2010-10-16T02:26:56Z,Mike Posner - Please Don&#39;t Go (Official Video),pop
Please Don't Go,6jg5SRvdGxvJ0DzNV0UqEK,Mike Posner,31 Minutes to Takeoff,2010-08-09,03:17,0,0.699,0.882,4,-3.896,0,0.0311,0.0544,0.13,0.657,120.016,4,134968606,HpixdTlYlKU,60876255,MikePosnerVEVO,2010-10-16T02:26:56Z,Mike Posner - Please Don&#39;t Go (Official Video),electronic-dance
Papi Chulo,6Juv5N0dNU1imms9c9u1dA,Octavian,Papi Chulo,2020-03-13,02:42,1,0.866,0.563,11,-6.964,0,0.108,0.0,0.0889,0.307,127.954,4,142265490,iWOzVBjmAQc,33795182,Octavian,2020-03-13T13:00:03Z,Octavian &amp; Skepta - Papi Chulo,
Me and My Guitar,6cZH4rX1KTt1aJ3Ql6Ynja,A Boogie Wit da Hoodie,Artist 2.0,2020-02-14,02:42,1,0.644,0.587,7,-6.736,0,0.353,0.0,0.0759,0.68,173.972,4,135083674,R-QfE5Cuo2Y,24663795,A Boogie Wit da Hoodie,2020-02-14T05:00:10Z,A Boogie Wit da Hoodie - Me and My Guitar [Official Audio],
"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)",6MO2bfLHKykUgCChFdw91H,H.E.R.,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)",2020-01-17,04:56,0,0.816,0.513,1,-8.363,1,0.244,0.000102,0.14,0.17,96.981,4,132654671,6r_WOQt8L7g,13508259,HERMusicVEVO,2020-01-16T05:00:00Z,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie &amp; Chris Brown)",r&b
"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)",6MO2bfLHKykUgCChFdw91H,H.E.R.,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)",2020-01-17,04:56,0,0.816,0.513,1,-8.363,1,0.244,0.000102,0.14,0.17,96.981,4,132654671,6r_WOQt8L7g,13508259,HERMusicVEVO,2020-01-16T05:00:00Z,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie &amp; Chris Brown)",hip hop
AMERIKA,1a8JpAL3vbAdXYrEABvOtb,Rammstein,"REISE, REISE",2004-09-27,03:47,0,0.608,0.885,2,-4.296,0,0.0963,1.33e-05,0.392,0.518,125.023,4,114303423,Rr8ljRgcJNM,148151017,Rammstein Official,2015-07-31T14:37:11Z,Rammstein - Amerika (Official Video),rock
Ganjaman,6RwUhWOoRECbpM9FBh13Z2,Alfons,Ganjaman,2015-02-11,02:58,1,0.923,0.814,8,-4.013,1,0.158,0.000365,0.686,0.598,127.996,4,118017430,C6Le7luzv2Y,129655900,Alfons,2014-10-11T00:33:07Z,Alfons - Ganjaman,electronic-dance
Breaking Free,4itkS9rw2pjr9PqnOOhxpb,High School Musical Cast,Breaking Free,2006-01-01,03:29,0,0.583,0.584,0,-6.453,0,0.0363,0.0,0.141,0.345,107.937,4,138810904,0qj67KE5VXI,28096054,DisneyMusicVEVO,2019-08-23T04:00:00Z,"Troy, Gabriella - Breaking Free (From &quot;High School Musical&quot;)",pop
Until You Were Gone (feat. Emily Warren),2ndF5ctDJrYK3eJhRbp1jO,The Chainsmokers,Bouquet,2015-10-23,03:37,0,0.569,0.635,1,-7.382,1,0.0461,0.0,0.0569,0.363,128.085,4,105216846,iPAac-0IUKQ,13998421,ChainsmokersVEVO,2015-11-23T15:00:01Z,"The Chainsmokers, Tritonal - Until You Were Gone (Official Video) ft. Emily Warren",electronic-dance
With A Little Help From My Friends,0YZ3J8xzGwLOg4yEgST1YK,Joe Cocker,With A Little Help From My Friends,1969-05-01,05:12,0,0.307,0.43,2,-11.333,1,0.0629,0.000994,0.0988,0.305,145.224,3,120386352,nCrlyX6XbTU,18401008,alfrecatorce,2008-10-19T00:21:38Z,Joe Cocker - With a little help from my friends,rock
With A Little Help From My Friends,0YZ3J8xzGwLOg4yEgST1YK,Joe Cocker,With A Little Help From My Friends,1969-05-01,05:12,0,0.307,0.43,2,-11.333,1,0.0629,0.000994,0.0988,0.305,145.224,3,120386352,nCrlyX6XbTU,18401008,alfrecatorce,2008-10-19T00:21:38Z,Joe Cocker - With a little help from my friends,r&b
Racks in the Middle (feat. Roddy Ricch and Hit-Boy),6ya8ejoKgw906Y8LWclqrp,Nipsey Hussle,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),2019-02-15,03:53,1,0.671,0.833,5,-5.152,0,0.395,0.0,0.0726,0.702,79.351,4,155516294,PAcGg_4KKYs,175320615,Nipsey Hussle,2019-02-22T17:44:36Z,Nipsey Hussle - Racks In The Middle (feat. Roddy Ricch &amp; Hit-Boy),
Grinding All My Life,3R9j8urSPiBbapNbyuSYkE,Nipsey Hussle,Victory Lap,2018-02-16,02:55,1,0.6,0.716,3,-5.554,0,0.384,0.0,0.109,0.246,180.165,4,127962364,AVrNHI4RdPM,55564202,Nipsey Hussle,2018-01-20T22:51:31Z,Nipsey Hussle - Grinding All My Life / Stucc In The Grind (Official Video),hip hop
Grinding All My Life,3R9j8urSPiBbapNbyuSYkE,Nipsey Hussle,Victory Lap,2018-02-16,02:55,1,0.6,0.716,3,-5.554,0,0.384,0.0,0.109,0.246,180.165,4,127962364,AVrNHI4RdPM,55564202,Nipsey Hussle,2018-01-20T22:51:31Z,Nipsey Hussle - Grinding All My Life / Stucc In The Grind (Official Video),r&b
Red Flag,2RZWdE8kYPlCAcRUYDeuLC,Billy Talent,Billy Talent II,2006-06-23,03:18,0,0.564,0.865,2,-7.384,1,0.121,0.0,0.056,0.726,183.052,4,139360793,l2UktJtKpFw,14380263,Billy Talent,2010-08-17T13:44:32Z,Billy Talent - Red Flag - Official Video,rock
Never Let Me Down,0Je3J2ml1lrnTLXXIlxrvR,VIZE,Never Let Me Down,2020-04-24,02:33,0,0.758,0.848,10,-3.84,1,0.0456,0.0,0.114,0.706,127.948,4,171484559,0s3o1kXlxzo,30507501,Kontor.TV,2020-05-18T11:00:11Z,VIZE &amp; Tom Gregory - Never Let Me Down (Official Video HD),
War Pigs,0W35nxtHtFlseSojmygEsf,Black Sabbath,Paranoid (2009 Remastered Version),1970-09-18,07:54,0,0.464,0.612,9,-12.019,1,0.0591,0.00559,0.171,0.496,91.499,4,166974374,LQUXuQ6Zd9w,77458025,Gabrielle Marie,2014-10-01T09:39:11Z,Black Sabbath ~ War Pigs,metal
Holy Diver,54yLLvpezvPO1lA3GspiZj,Dio,Holy Diver,1983,05:41,0,0.473,0.783,10,-10.671,0,0.0869,0.475,0.268,0.124,91.976,4,141268291,EhGEGIBGLu8,48913764,Dio: The King of Rock 'n' Roll,2013-08-09T04:43:26Z,Dio - Holy Diver,metal
Roadhouse Blues,1Q5kgpp4pmyGqPwNBzkSrw,The Doors,Morrison Hotel,1970-02-09,04:4,0,0.623,0.633,9,-8.212,1,0.0304,4.6e-05,0.147,0.895,121.119,4,168858711,n2_X4VTCoEo,50114465,215Days,2012-12-07T16:07:35Z,The Doors - Roadhouse Blues,rock
Walked In,252gJUec2oDsGBPcxZs4nX,Bankroll Fresh,Life Of A Hot Boy 2 : Real Trapper,2015-07-10,03:18,1,0.969,0.491,2,-9.859,1,0.233,0.0,0.118,0.768,126.048,4,104444750,qoXRsuefSuU,18008474,WORLDSTARHIPHOP,2015-04-26T12:39:29Z,Bankroll Fresh &quot;Walked In&quot; feat. Travis Porter &amp; Boochie (WSHH Exclusive - Official Music Video),
Sana - Single Version,1X4l4i472kW5ofFP8Xo0x0,I Belong to the Zoo,Sana,2018-04-28,04:37,0,0.66,0.373,7,-7.874,1,0.029,0.0,0.226,0.348,126.887,4,144504028,ea3NPjCXPeg,156289100,I Belong to the Zoo,2018-06-22T07:00:03Z,I Belong to the Zoo - Sana (Official Music Video),
Buwan,5f9808hpiCpuNyqqdXmpF2,juan karlos,Buwan,2018-06-22,05:43,0,0.631,0.381,7,-11.808,1,0.04,0.000171,0.0902,0.36,126.008,4,109179441,KK3tIclJ140,154437542,JuanKarlosLabajoVEVO,2018-09-25T04:00:00Z,juan karlos - Buwan,rock
Buwan,5f9808hpiCpuNyqqdXmpF2,juan karlos,Buwan,2018-06-22,05:43,0,0.631,0.381,7,-11.808,1,0.04,0.000171,0.0902,0.36,126.008,4,109179441,KK3tIclJ140,154437542,JuanKarlosLabajoVEVO,2018-09-25T04:00:00Z,juan karlos - Buwan,
Who Hurt You?,23c9gmiiv7RCu7twft0Mym,Daniel Caesar,Who Hurt You?,2018-10-16,03:52,1,0.649,0.493,11,-7.645,0,0.11,0.000167,0.0667,0.277,104.542,4,151433408,hkEJmUDX47U,14189136,EscapeTracks,2018-10-16T05:13:19Z,Daniel Caesar - Who Hurt You?,
Gashina,0jFHMDRXxKaREor3hBEEST,SUNMI,SUNMI SPECIAL EDITION [Gashina],2017-08-22,03:0,0,0.722,0.833,6,-3.915,1,0.094,0.0,0.195,0.53,93.941,4,145505282,ur0hCdne2-s,160931377,1theK (원더케이),2017-08-22T03:00:00Z,[MV] SUNMI(선미) _ Gashina(가시나),electronic-dance
Gashina,0jFHMDRXxKaREor3hBEEST,SUNMI,SUNMI SPECIAL EDITION [Gashina],2017-08-22,03:0,0,0.722,0.833,6,-3.915,1,0.094,0.0,0.195,0.53,93.941,4,145505282,ur0hCdne2-s,160931377,1theK (원더케이),2017-08-22T03:00:00Z,[MV] SUNMI(선미) _ Gashina(가시나),pop
Mundo,4u8RkgV6P4TLi89SmlUtv8,IV Of Spades,Mundo,2018-02-14,05:50,0,0.705,0.401,6,-8.9,1,0.0376,8.66e-06,0.0735,0.481,140.031,4,120111221,xKk655CDFn8,154009176,Wish 107.5,2018-03-04T13:00:03Z,IV of Spades perform &quot;Mundo&quot; LIVE on Wish 107.5 Bus,
Ring Ring (with Mabel feat. Rich The Kid),51FZnO9sWc2dazJneozkHp,Jax Jones,Snacks,2019-07-12,03:38,1,0.809,0.649,1,-4.874,0,0.158,3.39e-06,0.062,0.62,106.994,4,113771331,KXanlLjOFh0,66576064,JaxJonesVEVO,2018-07-04T07:00:01Z,"Jax Jones, Mabel - Ring Ring (Official Video) ft. Rich The Kid",electronic-dance
Random,422lAAWQO9TqL1LxIPdhOn,G-Eazy,When It's Dark Out,2015-12-04,03:0,1,0.603,0.783,9,-6.891,1,0.138,0.0,0.216,0.182,87.154,4,108566570,-9r7ezjl1us,34644103,GEazyMusicVEVO,2015-10-30T07:00:00Z,G-Eazy - Random (Official Audio),hip hop
Barbie Dreams,28eiD8ukLWhTvoDm1ZFPK0,Nicki Minaj,Queen (Deluxe),2018-11-29,04:40,1,0.848,0.786,8,-4.133,0,0.337,0.0,0.193,0.694,87.99,4,132057808,_bvLphVWHpo,137817725,NickiMinajAtVEVO,2018-09-11T01:37:26Z,Nicki Minaj - Barbie Dreams,hip hop
Bed (feat. Ariana Grande),1nhQeIgGXHe50L8Yzw6GVs,Nicki Minaj,Queen (Deluxe),2018-11-29,03:10,1,0.755,0.732,7,-6.293,1,0.195,6.46e-05,0.125,0.456,90.018,4,253817656,zxtl5ExJmag,89850143,NickiMinajAtVEVO,2018-07-07T03:01:30Z,Nicki Minaj - Bed ft. Ariana Grande,pop
Sober,3qk4wRMDlaeagZGjSYbsOV,G-Eazy,The Beautiful & Damned,2017-12-15,03:24,1,0.558,0.766,6,-5.953,0,0.231,0.0,0.32,0.182,96.281,4,105072088,8OARiNiJ_w8,37382968,GEazyMusicVEVO,2018-03-14T14:00:00Z,G-Eazy - Sober (Official Video) ft. Charlie Puth,
The Run and Go,68NsOuum1AegLDhOIr2ADL,Twenty One Pilots,Vessel,2013-01-08,03:49,0,0.798,0.318,10,-6.849,0,0.0431,0.0,0.158,0.425,92.49,4,123335115,wGbraQdkct8,21033055,Fueled By Ramen,2013-01-08T04:24:39Z,twenty one pilots: The Run And Go (Audio),rock
The Run and Go,68NsOuum1AegLDhOIr2ADL,Twenty One Pilots,Vessel,2013-01-08,03:49,0,0.798,0.318,10,-6.849,0,0.0431,0.0,0.158,0.425,92.49,4,123335115,wGbraQdkct8,21033055,Fueled By Ramen,2013-01-08T04:24:39Z,twenty one pilots: The Run And Go (Audio),pop
The Run and Go,68NsOuum1AegLDhOIr2ADL,Twenty One Pilots,Vessel,2013-01-08,03:49,0,0.798,0.318,10,-6.849,0,0.0431,0.0,0.158,0.425,92.49,4,123335115,wGbraQdkct8,21033055,Fueled By Ramen,2013-01-08T04:24:39Z,twenty one pilots: The Run And Go (Audio),hip hop
The Run and Go,68NsOuum1AegLDhOIr2ADL,Twenty One Pilots,Vessel,2013-01-08,03:49,0,0.798,0.318,10,-6.849,0,0.0431,0.0,0.158,0.425,92.49,4,123335115,wGbraQdkct8,21033055,Fueled By Ramen,2013-01-08T04:24:39Z,twenty one pilots: The Run And Go (Audio),electronic-dance
Screen,1pKmfhwbZvsyYUP2eOGdw5,Twenty One Pilots,Vessel,2013-01-08,03:49,0,0.718,0.714,0,-5.699,1,0.0622,0.0,0.141,0.84,149.949,4,118647208,NK7WWbXlkj4,22630541,Fueled By Ramen,2013-01-08T04:24:39Z,twenty one pilots: Screen (Audio),rock
Screen,1pKmfhwbZvsyYUP2eOGdw5,Twenty One Pilots,Vessel,2013-01-08,03:49,0,0.718,0.714,0,-5.699,1,0.0622,0.0,0.141,0.84,149.949,4,118647208,NK7WWbXlkj4,22630541,Fueled By Ramen,2013-01-08T04:24:39Z,twenty one pilots: Screen (Audio),pop
Screen,1pKmfhwbZvsyYUP2eOGdw5,Twenty One Pilots,Vessel,2013-01-08,03:49,0,0.718,0.714,0,-5.699,1,0.0622,0.0,0.141,0.84,149.949,4,118647208,NK7WWbXlkj4,22630541,Fueled By Ramen,2013-01-08T04:24:39Z,twenty one pilots: Screen (Audio),hip hop
Screen,1pKmfhwbZvsyYUP2eOGdw5,Twenty One Pilots,Vessel,2013-01-08,03:49,0,0.718,0.714,0,-5.699,1,0.0622,0.0,0.141,0.84,149.949,4,118647208,NK7WWbXlkj4,22630541,Fueled By Ramen,2013-01-08T04:24:39Z,twenty one pilots: Screen (Audio),electronic-dance
Bad Girlfriend,5ynWvN3bQymHVThxutO4hG,Theory of a Deadman,Scars & Souvenirs,2008-04-01,03:26,1,0.504,0.957,0,-2.657,1,0.0529,0.0,0.187,0.676,135.013,4,140866253,9YrWsmlJSiw,49323488,THEORY,2009-10-29T21:28:55Z,Theory of a Deadman - Bad Girlfriend [OFFICIAL VIDEO],
Angel,2qJkesdHu9sMMVFgkRkqhQ,Theory of a Deadman,Savages,2014-07-08,03:22,0,0.443,0.844,11,-5.414,0,0.0425,0.0,0.085,0.452,76.001,4,121838233,thfpVOAC-y0,22601707,THEORY,2014-11-21T23:41:56Z,Theory of a Deadman - Angel [OFFICIAL VIDEO],
Remedy,5ynxx6zC4dgzsMHLYQ04Dc,Seether,Karma and Effect,2005-01-01,03:27,0,0.55,0.952,8,-4.664,1,0.0924,0.000666,0.0614,0.391,127.804,4,144395668,FZLILV18ut8,58859239,SeetherVEVO,2009-12-02T09:56:01Z,Seether - Remedy,rock
Remedy,5ynxx6zC4dgzsMHLYQ04Dc,Seether,Karma and Effect,2005-01-01,03:27,0,0.55,0.952,8,-4.664,1,0.0924,0.000666,0.0614,0.391,127.804,4,144395668,FZLILV18ut8,58859239,SeetherVEVO,2009-12-02T09:56:01Z,Seether - Remedy,metal
Prinzessa,0Tq0EhQpVeQJwV3E3P5Jti,Capital Bra,CB6,2019-04-12,02:58,1,0.736,0.585,7,-6.769,1,0.12,2.02e-05,0.108,0.28,100.609,4,104904104,dGAvsR31wQw,23350781,Capital Bra,2019-01-24T23:13:32Z,Capital Bra - Prinzessa,
Time of Dying,6gPd6brcBXlbGdy1obe234,Three Days Grace,One-X,2006-06-13,03:6,0,0.306,0.873,0,-3.668,0,0.0567,0.0,0.52,0.452,198.387,4,119898752,pMDcYX2wRSg,26813972,Tobias Loos,2012-10-06T20:24:11Z,Three Days Grace - Time of Dying (lyrics),
